[baseline].syntagma,[baseline].stemmed,[baseline].scope,[baseline].occur_syntagma_all,[baseline].occur_repl_uniq,[baseline].occur_repl_exhausted,[baseline].occur_redu_uniq,[baseline].occur_redu_exhausted,[baseline].occur_full_syn_repl,[baseline].occur_full_syn_redu,[document].doc_id,[document].redufree_len,[word].normalized_word,[word].rle_word,[word].stemmed,[word].pos,[word].polarity,[repl].id,[repl].index_in_corpus,[repl].index_in_redufree,[repl].repl_letter,[repl].repl_length,[repl].index_of_repl,[repl].in_redu,[redu].id,[redu].index_in_corpus,[redu].index_in_redufree,[redu].orig_words,[redu].redu_length,[context].contextL5,[context].context_infoL5,[context].contextL4,[context].context_infoL4,[context].contextL3,[context].context_infoL3,[context].contextL2,[context].context_infoL2,[context].contextL1,[context].context_infoL1
😀 || 🌈 || 😀 || 🌈,😀 || 🌈 || 😀 || 🌈,4,1,"[2, 2, ""IGNOR"", ""IGNOR""]","[2, 2, ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
😀 || 🌈 || 😀 || 🌈,😀 || 🌈 || 😀 || 🌈,4,1,"[2, 2, ""IGNOR"", ""IGNOR""]","[2, 2, ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",62,"[1, 11]","[1, 7]",🌈,7,0,,,,,,,but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
.,.,1,7,1,1,,,1,,1111,"[4, 14]",.,.^6,.,symbol,"[""negative"", -0.1875]",9,"[1, 13]","[1, 8]",.,6,0,,,,,,,also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
pity,piti,1,4,2,4,1,4,2,1,1111,"[4, 14]",pity,pi^9ty,piti,JJ,"[""negative"", -0.1875]",5,"[1, 7]","[1, 5]",i,9,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
pity,piti,1,4,2,4,1,4,2,1,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",6,"[1, 10]","[1, 5]",i,3,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
pity,piti,1,4,2,4,1,4,2,1,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",7,"[1, 10]","[1, 5]",t,3,2,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
pity,piti,1,4,2,4,1,4,2,1,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",8,"[1, 10]","[1, 5]",y,3,3,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
😀 || 🌈 || 😀 || 🌈 || 😀,😀 || 🌈 || 😀 || 🌈 || 😀,5,1,"[3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
😀 || 🌈 || 😀 || 🌈 || 😀,😀 || 🌈 || 😀 || 🌈 || 😀,5,1,"[3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
😀 || 🌈 || 😀 || 🌈 || 😀,😀 || 🌈 || 😀 || 🌈 || 😀,5,1,"[3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
😀 || 🌈 || 😀 || 🌈 || 😀,😀 || 🌈 || 😀 || 🌈 || 😀,5,1,"[3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",62,"[1, 11]","[1, 7]",🌈,7,0,,,,,,,but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
😀 || 🌈 || 😀 || 🌈 || 😀,😀 || 🌈 || 😀 || 🌈 || 😀,5,1,"[3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]","[3, 2, ""IGNOR"", ""IGNOR"", ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",63,"[1, 12]","[1, 8]",😀,5,0,,,,,,,you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
😀 || 🌈 || 😀,😀 || 🌈 || 😀,3,3,"[2, 1, ""IGNOR""]","[3, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",61,"[1, 10]","[1, 6]",😀,5,0,,,,,,,you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]",🌈,"[""EMOIMG"", null, ""\ud83c\udf08""]"
😀 || 🌈 || 😀,😀 || 🌈 || 😀,3,3,"[2, 1, ""IGNOR""]","[3, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
😀 || 🌈 || 😀,😀 || 🌈 || 😀,3,3,"[2, 1, ""IGNOR""]","[3, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
you || but || you || 😀 || 🌈,you || but || you || 😀 || 🌈,5,1,"[3, 3, ""IGNOR"", 1, 1]","[4, 3, ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",you,y^6ou,you,JJ,"[""neutral"", 0.0]",52,"[1, 2]","[1, 1]",y,6,0,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
you || but || you || 😀 || 🌈,you || but || you || 😀 || 🌈,5,1,"[3, 3, ""IGNOR"", 1, 1]","[4, 3, ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",you,yo^6u,you,JJ,"[""neutral"", 0.0]",53,"[1, 3]","[1, 1]",o,6,1,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
you || but || you || 😀 || 🌈,you || but || you || 😀 || 🌈,5,1,"[3, 3, ""IGNOR"", 1, 1]","[4, 3, ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",but,b^6ut,but,CC,"[""neutral"", 0.0]",54,"[1, 4]","[1, 2]",b,6,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but || you || 😀 || 🌈,you || but || you || 😀 || 🌈,5,1,"[3, 3, ""IGNOR"", 1, 1]","[4, 3, ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",55,"[1, 5]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but || you || 😀 || 🌈,you || but || you || 😀 || 🌈,5,1,"[3, 3, ""IGNOR"", 1, 1]","[4, 3, ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",56,"[1, 6]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but || you || 😀 || 🌈,you || but || you || 😀 || 🌈,5,1,"[3, 3, ""IGNOR"", 1, 1]","[4, 3, ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || but || you || 😀 || 🌈,you || but || you || 😀 || 🌈,5,1,"[3, 3, ""IGNOR"", 1, 1]","[4, 3, ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || but || you || 😀 || 🌈,you || but || you || 😀 || 🌈,5,1,"[3, 3, ""IGNOR"", 1, 1]","[4, 3, ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
you || but || you || 😀 || 🌈,you || but || you || 😀 || 🌈,5,1,"[3, 3, ""IGNOR"", 1, 1]","[4, 3, ""IGNOR"", 1, 1]",,,1,,6666,"[3, 9]",🌈,🌈^7,🌈,EMOIMG,"[""neutral"", 0.0]",60,"[1, 9]","[1, 5]",🌈,7,0,,,,,,,but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]",😀,"[""EMOIMG"", null, ""\ud83d\ude00""]"
you || but || you || 😀,you || but || you || 😀,4,1,"[3, 3, ""IGNOR"", 1]","[4, 3, ""IGNOR"", 1]",,,1,,6666,"[3, 9]",you,y^6ou,you,JJ,"[""neutral"", 0.0]",52,"[1, 2]","[1, 1]",y,6,0,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
you || but || you || 😀,you || but || you || 😀,4,1,"[3, 3, ""IGNOR"", 1]","[4, 3, ""IGNOR"", 1]",,,1,,6666,"[3, 9]",you,yo^6u,you,JJ,"[""neutral"", 0.0]",53,"[1, 3]","[1, 1]",o,6,1,"[1, 1]",13,"[1, 2]","[1, 1]","{""yo^6u"": 1, ""y^6ou"": 1}",2,,,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]"
you || but || you || 😀,you || but || you || 😀,4,1,"[3, 3, ""IGNOR"", 1]","[4, 3, ""IGNOR"", 1]",,,1,,6666,"[3, 9]",but,b^6ut,but,CC,"[""neutral"", 0.0]",54,"[1, 4]","[1, 2]",b,6,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but || you || 😀,you || but || you || 😀,4,1,"[3, 3, ""IGNOR"", 1]","[4, 3, ""IGNOR"", 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",55,"[1, 5]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but || you || 😀,you || but || you || 😀,4,1,"[3, 3, ""IGNOR"", 1]","[4, 3, ""IGNOR"", 1]",,,1,,6666,"[3, 9]",but,b^5ut,but,CC,"[""neutral"", 0.0]",56,"[1, 6]","[1, 2]",b,5,0,"[1, 2]",14,"[1, 4]","[1, 2]","{""b^6ut"": 1, ""b^5ut"": 2}",3,tiny,"[""JJ"", {""tin^3y^2"": 1, ""tiny"": 2}, ""tini""]",surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]"
you || but || you || 😀,you || but || you || 😀,4,1,"[3, 3, ""IGNOR"", 1]","[4, 3, ""IGNOR"", 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || but || you || 😀,you || but || you || 😀,4,1,"[3, 3, ""IGNOR"", 1]","[4, 3, ""IGNOR"", 1]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || but || you || 😀,you || but || you || 😀,4,1,"[3, 3, ""IGNOR"", 1]","[4, 3, ""IGNOR"", 1]",,,1,,6666,"[3, 9]",😀,😀^5,😀,EMOIMG,"[""neutral"", 0.0]",59,"[1, 8]","[1, 4]",😀,5,0,,,,,,,.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]",you,"[""VBD"", null, ""you""]"
very,veri,1,3,2,4,1,3,2,1,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",1,"[1, 4]","[1, 4]",r,4,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very,veri,1,3,2,4,1,3,2,1,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",2,"[1, 4]","[1, 4]",y,5,3,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very,veri,1,3,2,4,1,3,2,1,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",3,"[1, 5]","[1, 4]",v,3,0,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
very,veri,1,3,2,4,1,3,2,1,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",4,"[1, 5]","[1, 4]",r,8,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
1 || 😫 || 1,1 || 😫 || 1,3,1,"[2, 1, ""IGNOR""]","[2, 1, ""IGNOR""]",,,1,,5555,"[8, 2, 11, 4]",1,1^6,1,number,"[""neutral"", 0.0]",32,"[2, 7]","[2, 7]",1,6,0,,,,,,,you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]"
1 || 😫 || 1,1 || 😫 || 1,3,1,"[2, 1, ""IGNOR""]","[2, 1, ""IGNOR""]",,,1,,5555,"[8, 2, 11, 4]",😫,😫^4,😫,EMOIMG,"[""neutral"", 0.0]",33,"[2, 8]","[2, 8]",😫,4,0,,,,,,,think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]"
1 || 😫 || 1,1 || 😫 || 1,3,1,"[2, 1, ""IGNOR""]","[2, 1, ""IGNOR""]",,,1,,5555,"[8, 2, 11, 4]",1,1^8,1,number,"[""neutral"", 0.0]",34,"[2, 9]","[2, 9]",1,8,0,,,,,,,about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]"
big,big,1,5,2,2,2,5,2,2,4444,[13],big,bi^3g,big,NN,"[""neutral"", 0.0]",26,"[0, 15]","[0, 10]",i,3,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
big,big,1,5,2,2,2,5,2,2,4444,[13],big,bi^15g,big,NN,"[""neutral"", 0.0]",27,"[0, 16]","[0, 10]",i,15,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
big,big,1,5,2,2,2,5,2,2,5555,"[8, 2, 11, 4]",big,,big,JJ,"[""neutral"", 0.0]",,,,,,,,7,"[0, 5]","[0, 5]","{""big"": 3}",3,tiny,"[""JJ"", null, ""tini""]",model,"[""NN"", null, ""model""]",",","[""symbol"", null, "",""]",but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]"
model,model,1,2,1,2,,,1,,4444,[13],model,mo^7del^7,model,NN,"[""neutral"", 0.0]",24,"[0, 6]","[0, 1]",o,7,1,,,,,,,,,,,,,,,tiny,"[""JJ"", {""tiny"": 6}, ""tini""]"
model,model,1,2,1,2,,,1,,4444,[13],model,mo^7del^7,model,NN,"[""neutral"", 0.0]",25,"[0, 6]","[0, 1]",l,7,4,,,,,,,,,,,,,,,tiny,"[""JJ"", {""tiny"": 6}, ""tini""]"
you || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀,4,1,"[1, 2, 1, ""IGNOR""]","[2, 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",57,"[1, 7]","[1, 3]",y,3,0,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
you || 😀 || 🌈 || 😀,you || 😀 || 🌈 || 😀,4,1,"[1, 2, 1, ""IGNOR""]","[2, 2, 1, ""IGNOR""]",,,1,,6666,"[3, 9]",you,y^3o^2u^4,you,VBD,"[""neutral"", 0.0]",58,"[1, 7]","[1, 3]",u,4,2,,,,,,,surprise,"[""NN"", null, ""surpris""]",.,"[""symbol"", null, "".""]",but,"[""NNP"", {""bu^5t"": 1, ""b^5ut"": 1}, ""but""]",you,"[""JJ"", {""yo^6u"": 1, ""y^6ou"": 1}, ""you""]",but,"[""CC"", {""b^6ut"": 1, ""b^5ut"": 2}, ""but""]"
