[baseline].syntagma,[baseline].stemmed,[baseline].scope,[baseline].occur_syntagma_all,[baseline].occur_repl_uniq,[baseline].occur_repl_exhausted,[baseline].occur_redu_uniq,[baseline].occur_redu_exhausted,[baseline].occur_full_syn_repl,[baseline].occur_full_syn_redu,[document].doc_id,[document].redufree_len,[word].normalized_word,[word].rle_word,[word].stemmed,[word].pos,[word].polarity,[repl].id,[repl].index_in_corpus,[repl].index_in_redufree,[repl].repl_letter,[repl].repl_length,[repl].index_of_repl,[repl].in_redu,[redu].id,[redu].index_in_corpus,[redu].index_in_redufree,[redu].orig_words,[redu].redu_length,[context].contextL5,[context].context_infoL5,[context].contextL4,[context].context_infoL4,[context].contextL3,[context].context_infoL3,[context].contextL2,[context].context_infoL2,[context].contextL1,[context].context_infoL1
"surprise || for || me || 😫 || ,","surpris || for || me || 😫 || ,",5,1,"[0, 0, 0, 1, 0]","[0, 0, 0, 1, 0]",,,,,7777,[19],😫,😫^4,😫,EMOIMG,"[""positive"", 0.27]",64,"[0, 7]","[0, 7]",😫,4,0,,,,,,,realy,"[""RB"", null, ""reali""]",bad,"[""JJ"", null, ""bad""]",surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
. || right || ? || what || do,. || right || ? || what || do,5,1,"[0, 1, 0, 0, 0]","[0, 1, 0, 0, 0]",,,,,5555,"[8, 2, 11, 4]",right,ri^6ght,right,UH,"[""neutral"", 0.0]",29,"[1, 0]","[1, 0]",i,6,1,,,,,,,but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]",big,"[""JJ"", {""big"": 3}, ""big""]",explanation,"[""NN"", null, ""explan""]",.,"[""symbol"", null, "".""]"
was || also || very || pity,was || also || veri || piti,4,1,"[0, 0, 2, 2]","[0, 0, 4, 4]","[0, 0, 1, 1]","[0, 0, 3, 4]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",1,"[1, 4]","[1, 4]",r,4,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
was || also || very || pity,was || also || veri || piti,4,1,"[0, 0, 2, 2]","[0, 0, 4, 4]","[0, 0, 1, 1]","[0, 0, 3, 4]",,,1111,"[4, 14]",very,ver^4y^5,veri,JJ,"[""negative"", -0.1875]",2,"[1, 4]","[1, 4]",y,5,3,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
was || also || very || pity,was || also || veri || piti,4,1,"[0, 0, 2, 2]","[0, 0, 4, 4]","[0, 0, 1, 1]","[0, 0, 3, 4]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",3,"[1, 5]","[1, 4]",v,3,0,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
was || also || very || pity,was || also || veri || piti,4,1,"[0, 0, 2, 2]","[0, 0, 4, 4]","[0, 0, 1, 1]","[0, 0, 3, 4]",,,1111,"[4, 14]",very,v^3er^8y,veri,JJ,"[""negative"", -0.1875]",4,"[1, 5]","[1, 4]",r,8,2,"[1, 4]",1,"[1, 4]","[1, 4]","{""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}",3,.,"[""symbol"", null, "".""]",but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]"
was || also || very || pity,was || also || veri || piti,4,1,"[0, 0, 2, 2]","[0, 0, 4, 4]","[0, 0, 1, 1]","[0, 0, 3, 4]",,,1111,"[4, 14]",pity,pi^9ty,piti,JJ,"[""negative"", -0.1875]",5,"[1, 7]","[1, 5]",i,9,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
was || also || very || pity,was || also || veri || piti,4,1,"[0, 0, 2, 2]","[0, 0, 4, 4]","[0, 0, 1, 1]","[0, 0, 3, 4]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",6,"[1, 10]","[1, 5]",i,3,1,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
was || also || very || pity,was || also || veri || piti,4,1,"[0, 0, 2, 2]","[0, 0, 4, 4]","[0, 0, 1, 1]","[0, 0, 3, 4]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",7,"[1, 10]","[1, 5]",t,3,2,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
was || also || very || pity,was || also || veri || piti,4,1,"[0, 0, 2, 2]","[0, 0, 4, 4]","[0, 0, 1, 1]","[0, 0, 3, 4]",,,1111,"[4, 14]",pity,pi^3t^3y^3,piti,JJ,"[""negative"", -0.1875]",8,"[1, 10]","[1, 5]",y,3,3,"[1, 5]",2,"[1, 7]","[1, 5]","{""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}",4,but,"[""CC"", null, ""but""]",it,"[""PRP"", null, ""it""]",was,"[""VBD"", null, ""was""]",also,"[""RB"", null, ""also""]",very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]"
1 || 😫 || 1,1 || 😫 || 1,3,1,"[2, 1, ""IGNOR""]","[2, 1, ""IGNOR""]",,,,,5555,"[8, 2, 11, 4]",1,1^6,1,number,"[""neutral"", 0.0]",32,"[2, 7]","[2, 7]",1,6,0,,,,,,,you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]"
1 || 😫 || 1,1 || 😫 || 1,3,1,"[2, 1, ""IGNOR""]","[2, 1, ""IGNOR""]",,,,,5555,"[8, 2, 11, 4]",😫,😫^4,😫,EMOIMG,"[""neutral"", 0.0]",33,"[2, 8]","[2, 8]",😫,4,0,,,,,,,think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]"
1 || 😫 || 1,1 || 😫 || 1,3,1,"[2, 1, ""IGNOR""]","[2, 1, ""IGNOR""]",,,,,5555,"[8, 2, 11, 4]",1,1^8,1,number,"[""neutral"", 0.0]",34,"[2, 9]","[2, 9]",1,8,0,,,,,,,about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]"
big || explanation || . || right,big || explan || . || right,4,1,"[0, 1, 0, 1]","[0, 1, 0, 1]","[1, 0, 0, 0]","[3, 0, 0, 0]",,,5555,"[8, 2, 11, 4]",explanation,expla^5nation,explan,NN,"[""neutral"", 0.0]",28,"[0, 8]","[0, 6]",a,5,4,,,,,,,model,"[""NN"", null, ""model""]",",","[""symbol"", null, "",""]",but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]",big,"[""JJ"", {""big"": 3}, ""big""]"
big || explanation || . || right,big || explan || . || right,4,1,"[0, 1, 0, 1]","[0, 1, 0, 1]","[1, 0, 0, 0]","[3, 0, 0, 0]",,,5555,"[8, 2, 11, 4]",right,ri^6ght,right,UH,"[""neutral"", 0.0]",29,"[1, 0]","[1, 0]",i,6,1,,,,,,,but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]",big,"[""JJ"", {""big"": 3}, ""big""]",explanation,"[""NN"", null, ""explan""]",.,"[""symbol"", null, "".""]"
big || explanation || . || right,big || explan || . || right,4,1,"[0, 1, 0, 1]","[0, 1, 0, 1]","[1, 0, 0, 0]","[3, 0, 0, 0]",,,5555,"[8, 2, 11, 4]",big,,big,JJ,"[""neutral"", 0.0]",,,,,,,,7,"[0, 5]","[0, 5]","{""big"": 3}",3,tiny,"[""JJ"", null, ""tini""]",model,"[""NN"", null, ""model""]",",","[""symbol"", null, "",""]",but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]"
for || explain || a || big,for || explain || a || big,4,1,"[0, 0, 0, 2]","[0, 0, 0, 2]","[0, 0, 0, 1]","[0, 0, 0, 2]",,,4444,[13],big,bi^3g,big,NN,"[""neutral"", 0.0]",26,"[0, 15]","[0, 10]",i,3,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
for || explain || a || big,for || explain || a || big,4,1,"[0, 0, 0, 2]","[0, 0, 0, 2]","[0, 0, 0, 1]","[0, 0, 0, 2]",,,4444,[13],big,bi^15g,big,NN,"[""neutral"", 0.0]",27,"[0, 16]","[0, 10]",i,15,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
"for || me || 😫 || , || but || i","for || me || 😫 || , || but || i",6,1,"[0, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0]",,,,,7777,[19],😫,😫^4,😫,EMOIMG,"[""positive"", 0.27]",64,"[0, 7]","[0, 7]",😫,4,0,,,,,,,realy,"[""RB"", null, ""reali""]",bad,"[""JJ"", null, ""bad""]",surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]"
"for || me || 😫 || , || but || i","for || me || 😫 || , || but || i",6,1,"[0, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0]",,,,,7777,[19],but,bu^10t,but,MD,"[""positive"", 0.27]",65,"[0, 9]","[0, 9]",u,10,1,,,,,,,surprise,"[""NN"", null, ""surpris""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]"
:-( || @real_trump || #shetlife,:-( || @real_trump || #shetlif,3,1,"[1, 0, 0]","[1, 0, 0]",,,,,1111,"[4, 14]",:-(,:-(^5,:-(,EMOASC,"[""negative"", -0.1875]",10,"[1, 14]","[1, 9]",(,5,2,,,,,,,very,"[""JJ"", {""very"": 1, ""ver^4y^5"": 1, ""v^3er^8y"": 1}, ""veri""]",pity,"[""JJ"", {""pity"": 2, ""pi^3t^3y^3"": 1, ""pi^9ty"": 1}, ""piti""]",for,"[""IN"", null, ""for""]",me,"[""PRP"", null, ""me""]",.,"[""symbol"", null, "".""]"
? || 1 || 😫 || 1 || . || but,? || 1 || 😫 || 1 || . || but,6,1,"[1, 2, 1, ""IGNOR"", 0, 2]","[1, 2, 1, ""IGNOR"", 0, 5]","[0, 0, 0, ""IGNOR"", 0, 1]","[0, 0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",?,?^4,?,symbol,"[""neutral"", 0.0]",31,"[2, 6]","[2, 6]",?,4,0,,,,,,,do,"[""VBP"", null, ""do""]",you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]"
? || 1 || 😫 || 1 || . || but,? || 1 || 😫 || 1 || . || but,6,1,"[1, 2, 1, ""IGNOR"", 0, 2]","[1, 2, 1, ""IGNOR"", 0, 5]","[0, 0, 0, ""IGNOR"", 0, 1]","[0, 0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",1,1^6,1,number,"[""neutral"", 0.0]",32,"[2, 7]","[2, 7]",1,6,0,,,,,,,you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]"
? || 1 || 😫 || 1 || . || but,? || 1 || 😫 || 1 || . || but,6,1,"[1, 2, 1, ""IGNOR"", 0, 2]","[1, 2, 1, ""IGNOR"", 0, 5]","[0, 0, 0, ""IGNOR"", 0, 1]","[0, 0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",😫,😫^4,😫,EMOIMG,"[""neutral"", 0.0]",33,"[2, 8]","[2, 8]",😫,4,0,,,,,,,think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]"
? || 1 || 😫 || 1 || . || but,? || 1 || 😫 || 1 || . || but,6,1,"[1, 2, 1, ""IGNOR"", 0, 2]","[1, 2, 1, ""IGNOR"", 0, 5]","[0, 0, 0, ""IGNOR"", 0, 1]","[0, 0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",1,1^8,1,number,"[""neutral"", 0.0]",34,"[2, 9]","[2, 9]",1,8,0,,,,,,,about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]"
? || 1 || 😫 || 1 || . || but,? || 1 || 😫 || 1 || . || but,6,1,"[1, 2, 1, ""IGNOR"", 0, 2]","[1, 2, 1, ""IGNOR"", 0, 5]","[0, 0, 0, ""IGNOR"", 0, 1]","[0, 0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",35,"[3, 0]","[3, 0]",b,5,0,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
? || 1 || 😫 || 1 || . || but,? || 1 || 😫 || 1 || . || but,6,1,"[1, 2, 1, ""IGNOR"", 0, 2]","[1, 2, 1, ""IGNOR"", 0, 5]","[0, 0, 0, ""IGNOR"", 0, 1]","[0, 0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",36,"[3, 0]","[3, 0]",u,4,1,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
? || 1 || 😫 || 1 || . || but,? || 1 || 😫 || 1 || . || but,6,1,"[1, 2, 1, ""IGNOR"", 0, 2]","[1, 2, 1, ""IGNOR"", 0, 5]","[0, 0, 0, ""IGNOR"", 0, 1]","[0, 0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",37,"[3, 0]","[3, 0]",t,4,2,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
? || 1 || 😫 || 1 || . || but,? || 1 || 😫 || 1 || . || but,6,1,"[1, 2, 1, ""IGNOR"", 0, 2]","[1, 2, 1, ""IGNOR"", 0, 5]","[0, 0, 0, ""IGNOR"", 0, 1]","[0, 0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",but,bu^5t^4,but,NNP,"[""neutral"", 0.0]",38,"[3, 1]","[3, 0]",u,5,1,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
? || 1 || 😫 || 1 || . || but,? || 1 || 😫 || 1 || . || but,6,1,"[1, 2, 1, ""IGNOR"", 0, 2]","[1, 2, 1, ""IGNOR"", 0, 5]","[0, 0, 0, ""IGNOR"", 0, 1]","[0, 0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",but,bu^5t^4,but,NNP,"[""neutral"", 0.0]",39,"[3, 1]","[3, 0]",t,4,2,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
1 || 😫 || 1 || . || but,1 || 😫 || 1 || . || but,5,1,"[2, 1, ""IGNOR"", 0, 2]","[2, 1, ""IGNOR"", 0, 5]","[0, 0, ""IGNOR"", 0, 1]","[0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",1,1^6,1,number,"[""neutral"", 0.0]",32,"[2, 7]","[2, 7]",1,6,0,,,,,,,you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]"
1 || 😫 || 1 || . || but,1 || 😫 || 1 || . || but,5,1,"[2, 1, ""IGNOR"", 0, 2]","[2, 1, ""IGNOR"", 0, 5]","[0, 0, ""IGNOR"", 0, 1]","[0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",😫,😫^4,😫,EMOIMG,"[""neutral"", 0.0]",33,"[2, 8]","[2, 8]",😫,4,0,,,,,,,think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]"
1 || 😫 || 1 || . || but,1 || 😫 || 1 || . || but,5,1,"[2, 1, ""IGNOR"", 0, 2]","[2, 1, ""IGNOR"", 0, 5]","[0, 0, ""IGNOR"", 0, 1]","[0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",1,1^8,1,number,"[""neutral"", 0.0]",34,"[2, 9]","[2, 9]",1,8,0,,,,,,,about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]",?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]"
1 || 😫 || 1 || . || but,1 || 😫 || 1 || . || but,5,1,"[2, 1, ""IGNOR"", 0, 2]","[2, 1, ""IGNOR"", 0, 5]","[0, 0, ""IGNOR"", 0, 1]","[0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",35,"[3, 0]","[3, 0]",b,5,0,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
1 || 😫 || 1 || . || but,1 || 😫 || 1 || . || but,5,1,"[2, 1, ""IGNOR"", 0, 2]","[2, 1, ""IGNOR"", 0, 5]","[0, 0, ""IGNOR"", 0, 1]","[0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",36,"[3, 0]","[3, 0]",u,4,1,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
1 || 😫 || 1 || . || but,1 || 😫 || 1 || . || but,5,1,"[2, 1, ""IGNOR"", 0, 2]","[2, 1, ""IGNOR"", 0, 5]","[0, 0, ""IGNOR"", 0, 1]","[0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",but,b^5u^4t^4,but,NNP,"[""neutral"", 0.0]",37,"[3, 0]","[3, 0]",t,4,2,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
1 || 😫 || 1 || . || but,1 || 😫 || 1 || . || but,5,1,"[2, 1, ""IGNOR"", 0, 2]","[2, 1, ""IGNOR"", 0, 5]","[0, 0, ""IGNOR"", 0, 1]","[0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",but,bu^5t^4,but,NNP,"[""neutral"", 0.0]",38,"[3, 1]","[3, 0]",u,5,1,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
1 || 😫 || 1 || . || but,1 || 😫 || 1 || . || but,5,1,"[2, 1, ""IGNOR"", 0, 2]","[2, 1, ""IGNOR"", 0, 5]","[0, 0, ""IGNOR"", 0, 1]","[0, 0, ""IGNOR"", 0, 2]",,,5555,"[8, 2, 11, 4]",but,bu^5t^4,but,NNP,"[""neutral"", 0.0]",39,"[3, 1]","[3, 0]",t,4,2,"[3, 0]",8,"[3, 0]","[3, 0]","{""bu^5t^4"": 1, ""b^5u^4t^4"": 1}",2,?,"[""symbol"", null, ""?""]",1,"[""number"", null, ""1""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",1,"[""number"", null, ""1""]",.,"[""symbol"", null, "".""]"
think || about || it || ?,think || about || it || ?,4,1,"[0, 0, 0, 1]","[0, 0, 0, 1]",,,,,5555,"[8, 2, 11, 4]",?,?^4,?,symbol,"[""neutral"", 0.0]",31,"[2, 6]","[2, 6]",?,4,0,,,,,,,do,"[""VBP"", null, ""do""]",you,"[""PRP"", null, ""you""]",think,"[""VB"", null, ""think""]",about,"[""IN"", null, ""about""]",it,"[""PRP"", null, ""it""]"
big,big,1,5,2,2,2,5,2,2,4444,[13],big,bi^3g,big,NN,"[""neutral"", 0.0]",26,"[0, 15]","[0, 10]",i,3,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
big,big,1,5,2,2,2,5,2,2,4444,[13],big,bi^15g,big,NN,"[""neutral"", 0.0]",27,"[0, 16]","[0, 10]",i,15,1,"[0, 10]",6,"[0, 15]","[0, 10]","{""bi^3g"": 1, ""bi^15g"": 1}",2,can,"[""MD"", null, ""can""]",use,"[""VB"", null, ""use""]",for,"[""IN"", null, ""for""]",explain,"[""VB"", null, ""explain""]",a,"[""DT"", null, ""a""]"
big,big,1,5,2,2,2,5,2,2,5555,"[8, 2, 11, 4]",big,,big,JJ,"[""neutral"", 0.0]",,,,,,,,7,"[0, 5]","[0, 5]","{""big"": 3}",3,tiny,"[""JJ"", null, ""tini""]",model,"[""NN"", null, ""model""]",",","[""symbol"", null, "",""]",but,"[""CC"", null, ""but""]",a,"[""DT"", null, ""a""]"
realy || liked || it || :p || =),reali || like || it || :p || =),5,1,"[2, 0, 0, 0, 1]","[4, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[3, 0, 0, 0, 0]",,,7777,[19],realy,real^3y,reali,RB,"[""positive"", 0.27]",66,"[0, 12]","[0, 11]",l,3,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
realy || liked || it || :p || =),reali || like || it || :p || =),5,1,"[2, 0, 0, 0, 1]","[4, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[3, 0, 0, 0, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",67,"[0, 13]","[0, 11]",e,5,1,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
realy || liked || it || :p || =),reali || like || it || :p || =),5,1,"[2, 0, 0, 0, 1]","[4, 0, 0, 0, 1]","[1, 0, 0, 0, 0]","[3, 0, 0, 0, 0]",,,7777,[19],realy,re^5al^4y^3,reali,RB,"[""positive"", 0.27]",68,"[0, 13]","[0, 11]",l,4,3,"[0, 11]",15,"[0, 11]","[0, 11]","{""realy"": 1, ""real^3y"": 1, ""re^5al^4y^3"": 1}",3,me,"[""PRP"", null, ""me""]",😫,"[""EMOIMG"", null, ""\ud83d\ude2b""]",",","[""symbol"", null, "",""]",but,"[""MD"", null, ""but""]",i,"[""PRP"", null, ""i""]"
